,dry_season_type,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
CHL.2_1,CHL,Chile,CHL.2_1,Antofagasta,Region,1.0
BOL.9_1,BOL,Bolivia,BOL.9_1,Tarija,Department,2.0
BRA.19_1,BRA,Brazil,BRA.19_1,Rio de Janeiro,State,2.066666666666667
BWA.5_1,BWA,Botswana,BWA.5_1,Ghanzi,District,1.0
MOZ.3_1,MOZ,Mozambique,MOZ.3_1,Inhambane,Province,2.6666666666666665
REU.4_1,REU,Reunion,REU.4_1,Saint-Pierre,Arrondissement,2.0
MOZ.2_1,MOZ,Mozambique,MOZ.2_1,Gaza,Province,2.1481481481481484
NCL.3_1,NCL,New Caledonia,NCL.3_1,Sud,Province,2.6666666666666665
ARG.10_1,ARG,Argentina,ARG.10_1,Jujuy,Province,1.7222222222222223
ARG.17_1,ARG,Argentina,ARG.17_1,Salta,Province,1.9636363636363636
PRY.17_1,PRY,Paraguay,PRY.17_1,Presidente Hayes,Department,2.888888888888889
PRY.10_1,PRY,Paraguay,PRY.10_1,Concepción,Department,2.5
PRY.3_1,PRY,Paraguay,PRY.3_1,Amambay,Department,2.0
NAM.5_1,NAM,Namibia,NAM.5_1,Khomas,Region,1.2142857142857142
ZAF.5_1,ZAF,South Africa,ZAF.5_1,Limpopo,Province,1.9318181818181819
ARG.9_1,ARG,Argentina,ARG.9_1,Formosa,Province,2.7241379310344827
BRA.16_1,BRA,Brazil,BRA.16_1,Paraná,State,2.0
PRY.18_1,PRY,Paraguay,PRY.18_1,San Pedro,Department,2.25
PRY.8_1,PRY,Paraguay,PRY.8_1,Canindeyú,Department,2.0
NAM.3_1,NAM,Namibia,NAM.3_1,Hardap,Region,1.0
BWA.7_1,BWA,Botswana,BWA.7_1,Kgalagadi,District,1.0
BWA.9_1,BWA,Botswana,BWA.9_1,Kweneng,District,1.0
BWA.8_1,BWA,Botswana,BWA.8_1,Kgatleng,District,1.0
ARG.3_1,ARG,Argentina,ARG.3_1,Chaco,Province,2.9696969696969697
BWA.15_1,BWA,Botswana,BWA.15_1,Southern,District,1.1666666666666667
ZAF.6_1,ZAF,South Africa,ZAF.6_1,Mpumalanga,Province,2.1666666666666665
MOZ.6_1,MOZ,Mozambique,MOZ.6_1,Maputo,Province,2.7
PRY.2_1,PRY,Paraguay,PRY.2_1,Alto Paraná,Department,2.0
BWA.14_1,BWA,Botswana,BWA.14_1,South-East,District,2.0
ZAF.7_1,ZAF,South Africa,ZAF.7_1,North West,Province,2.0256410256410255
ARG.2_1,ARG,Argentina,ARG.2_1,Catamarca,Province,1.3421052631578947
PRY.11_1,PRY,Paraguay,PRY.11_1,Cordillera,Department,2.0
PRY.6_1,PRY,Paraguay,PRY.6_1,Caaguazú,Department,2.0
NAM.1_1,NAM,Namibia,NAM.1_1,!Karas,Region,1.0
ZAF.8_1,ZAF,South Africa,ZAF.8_1,Northern Cape,Province,1.0289855072463767
CHL.5_1,CHL,Chile,CHL.5_1,Atacama,Region,1.0
ARG.22_1,ARG,Argentina,ARG.22_1,Santiago del Estero,Province,2.3518518518518516
PRY.9_1,PRY,Paraguay,PRY.9_1,Central,Department,2.0
PRY.16_1,PRY,Paraguay,PRY.16_1,Paraguarí,Department,2.25
PRY.12_1,PRY,Paraguay,PRY.12_1,Guairá,Department,2.0
PRY.7_1,PRY,Paraguay,PRY.7_1,Caazapá,Department,2.0
ARG.14_1,ARG,Argentina,ARG.14_1,Misiones,Province,2.0
ZAF.3_1,ZAF,South Africa,ZAF.3_1,Gauteng,Province,2.8333333333333335
ARG.24_1,ARG,Argentina,ARG.24_1,Tucumán,Province,2.0
PRY.15_1,PRY,Paraguay,PRY.15_1,Ñeembucú,Department,2.5
PRY.13_1,PRY,Paraguay,PRY.13_1,Itapúa,Department,2.0
BRA.24_1,BRA,Brazil,BRA.24_1,Santa Catarina,State,2.0
SWZ.1_1,SWZ,Swaziland,SWZ.1_1,Hhohho,District,2.0
SWZ.2_1,SWZ,Swaziland,SWZ.2_1,Lubombo,District,3.0
AUS.8_1,AUS,Australia,AUS.8_1,South Australia,State,1.1571815718157181
PRY.14_1,PRY,Paraguay,PRY.14_1,Misiones,Department,2.25
SWZ.3_1,SWZ,Swaziland,SWZ.3_1,Manzini,District,2.0
BRA.21_1,BRA,Brazil,BRA.21_1,Rio Grande do Sul,State,1.9595959595959596
ZAF.2_1,ZAF,South Africa,ZAF.2_1,Free State,Province,2.3555555555555556
SWZ.4_1,SWZ,Swaziland,SWZ.4_1,Shiselweni,District,3.0
ZAF.4_1,ZAF,South Africa,ZAF.4_1,KwaZulu-Natal,Province,2.515151515151515
ARG.7_1,ARG,Argentina,ARG.7_1,Corrientes,Province,2.25
ARG.12_1,ARG,Argentina,ARG.12_1,La Rioja,Province,1.0
ARG.21_1,ARG,Argentina,ARG.21_1,Santa Fe,Province,3.037037037037037
AUS.5_1,AUS,Australia,AUS.5_1,New South Wales,State,1.7313915857605178
ARG.18_1,ARG,Argentina,ARG.18_1,San Juan,Province,1.0
LSO.2_1,LSO,Lesotho,LSO.2_1,Butha-Buthe,District,2.5
CHL.7_1,CHL,Chile,CHL.7_1,Coquimbo,Region,1.2857142857142858
LSO.1_1,LSO,Lesotho,LSO.1_1,Berea,District,2.5
LSO.7_1,LSO,Lesotho,LSO.7_1,Mokhotlong,District,2.0
ARG.6_1,ARG,Argentina,ARG.6_1,Córdoba,Province,2.8548387096774195
LSO.4_1,LSO,Lesotho,LSO.4_1,Mafeteng,District,3.0
LSO.5_1,LSO,Lesotho,LSO.5_1,Maseru,District,3.0
LSO.10_1,LSO,Lesotho,LSO.10_1,Thaba-Tseka,District,3.0
ARG.8_1,ARG,Argentina,ARG.8_1,Entre Ríos,Province,2.8275862068965516
URY.1_1,URY,Uruguay,URY.1_1,Artigas,Department,2.0
LSO.6_1,LSO,Lesotho,LSO.6_1,Mohale's Hoek,District,3.0
LSO.9_1,LSO,Lesotho,LSO.9_1,Quthing,District,3.0
ZAF.1_1,ZAF,South Africa,ZAF.1_1,Eastern Cape,Province,2.169230769230769
URY.15_1,URY,Uruguay,URY.15_1,Salto,Department,2.0
ZAF.9_1,ZAF,South Africa,ZAF.9_1,Western Cape,Province,1.6326530612244898
URY.13_1,URY,Uruguay,URY.13_1,Rivera,Department,2.0
URY.11_1,URY,Uruguay,URY.11_1,Paysandú,Department,2.4
URY.18_1,URY,Uruguay,URY.18_1,Tacuarembó,Department,2.0
CHL.16_1,CHL,Chile,CHL.16_1,Valparaíso,Region,1.8
ARG.13_1,ARG,Argentina,ARG.13_1,Mendoza,Province,1.0806451612903225
ARG.19_1,ARG,Argentina,ARG.19_1,San Luis,Province,1.5333333333333334
URY.3_1,URY,Uruguay,URY.3_1,Cerro Largo,Department,2.25
URY.12_1,URY,Uruguay,URY.12_1,Río Negro,Department,2.6666666666666665
URY.5_1,URY,Uruguay,URY.5_1,Durazno,Department,2.2
URY.19_1,URY,Uruguay,URY.19_1,Treinta y Tres,Department,2.0
CHL.14_1,CHL,Chile,CHL.14_1,Región Metropolitana de Santiago,Region,1.6666666666666667
URY.17_1,URY,Uruguay,URY.17_1,Soriano,Department,2.25
URY.6_1,URY,Uruguay,URY.6_1,Flores,Department,2.0
URY.7_1,URY,Uruguay,URY.7_1,Florida,Department,2.5
URY.8_1,URY,Uruguay,URY.8_1,Lavalleja,Department,2.5
URY.14_1,URY,Uruguay,URY.14_1,Rocha,Department,2.0
ARG.1_1,ARG,Argentina,ARG.1_1,Buenos Aires,Province,2.712
CHL.8_1,CHL,Chile,CHL.8_1,Libertador General Bernardo O'Higgins,Region,1.8571428571428572
URY.4_1,URY,Uruguay,URY.4_1,Colonia,Department,2.5
URY.16_1,URY,Uruguay,URY.16_1,San José,Department,2.0
URY.2_1,URY,Uruguay,URY.2_1,Canelones,Department,2.6666666666666665
URY.9_1,URY,Uruguay,URY.9_1,Maldonado,Department,2.6666666666666665
AUS.10_1,AUS,Australia,AUS.10_1,Victoria,State,1.934065934065934
CHL.12_1,CHL,Chile,CHL.12_1,Maule,Region,1.9
ARG.11_1,ARG,Argentina,ARG.11_1,La Pampa,Province,1.7222222222222223
NZL.11_1,NZL,New Zealand,NZL.11_1,Northland,Region,2.0
CHL.13_1,CHL,Chile,CHL.13_1,Ñuble,Region,2.0
CHL.6_1,CHL,Chile,CHL.6_1,Bío-Bío,Region,2.0
ARG.15_1,ARG,Argentina,ARG.15_1,Neuquén,Province,1.5
NZL.1_1,NZL,New Zealand,NZL.1_1,Auckland,Region,2.0
NZL.17_1,NZL,New Zealand,NZL.17_1,Waikato,Region,2.0
CHL.3_1,CHL,Chile,CHL.3_1,Araucanía,Region,2.0
NZL.2_1,NZL,New Zealand,NZL.2_1,Bay of Plenty,Region,2.0
NZL.5_1,NZL,New Zealand,NZL.5_1,Gisborne,Region,2.0
ARG.16_1,ARG,Argentina,ARG.16_1,Río Negro,Province,1.0823529411764705
NZL.15_1,NZL,New Zealand,NZL.15_1,Taranaki,Region,2.0
NZL.7_1,NZL,New Zealand,NZL.7_1,Manawatu-Wanganui,Region,2.0
NZL.6_1,NZL,New Zealand,NZL.6_1,Hawke's Bay,Region,2.0
CHL.10_1,CHL,Chile,CHL.10_1,Los Ríos,Region,2.0
CHL.9_1,CHL,Chile,CHL.9_1,Los Lagos,Region,1.9545454545454546
AUS.9_1,AUS,Australia,AUS.9_1,Tasmania,State,2.0
NZL.18_1,NZL,New Zealand,NZL.18_1,Wellington,Region,2.0
NZL.19_1,NZL,New Zealand,NZL.19_1,West Coast,Region,2.0
NZL.16_1,NZL,New Zealand,NZL.16_1,Tasman,Region,2.0
NZL.8_1,NZL,New Zealand,NZL.8_1,Marlborough,Region,2.1666666666666665
ARG.4_1,ARG,Argentina,ARG.4_1,Chubut,Province,1.1515151515151516
NZL.3_1,NZL,New Zealand,NZL.3_1,Canterbury,Region,2.0476190476190474
NZL.4_1,NZL,New Zealand,NZL.4_1,Chatham Islands,Territory,0.0
CHL.1_1,CHL,Chile,CHL.1_1,Aisén del General Carlos Ibáñez del Campo,Region,1.9215686274509804
NZL.12_1,NZL,New Zealand,NZL.12_1,Otago,Region,2.0
NZL.14_1,NZL,New Zealand,NZL.14_1,Southland,Region,2.0
ARG.20_1,ARG,Argentina,ARG.20_1,Santa Cruz,Province,1.0583333333333333
CHL.11_1,CHL,Chile,CHL.11_1,Magallanes y Antártica Chilena,Region,1.8823529411764706
ATF.4_1,ATF,French Southern Territories,ATF.4_1,Kerguelen,District,2.0
ARG.23_1,ARG,Argentina,ARG.23_1,Tierra del Fuego,National Territory,1.6923076923076923
